url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria,147,37
/OpenMalaria-Org/openmalaria/wiki,54,30
/OpenMalaria-Org/openmalaria/wiki/UserGuide,19,12
/OpenMalaria-Org/openmalaria/pulls,17,2
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,12,9
/OpenMalaria-Org/openmalaria/pull/456,8,1
/OpenMalaria-Org/openmalaria/wiki/Monitoring,7,6
/OpenMalaria-Org/openmalaria/wiki/ModelInterventions,7,5
/OpenMalaria-Org/openmalaria/wiki/SchemaUpdateGuide,6,5
/OpenMalaria-Org/openmalaria/wiki/ScenarioTransmission,6,4
