url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria,146,39
/OpenMalaria-Org/openmalaria/wiki,55,33
/OpenMalaria-Org/openmalaria/wiki/UserGuide,17,12
/OpenMalaria-Org/openmalaria/pulls,17,2
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,13,10
/OpenMalaria-Org/openmalaria/wiki/Monitoring,8,7
/OpenMalaria-Org/openmalaria/pull/456,8,1
/OpenMalaria-Org/openmalaria/wiki/SchemaUpdateGuide,7,6
/OpenMalaria-Org/openmalaria/wiki/ModelInterventions,7,5
/OpenMalaria-Org/openmalaria/wiki/ScenarioTransmission,7,5
