time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-17 00:00:00+00:00,,,38,10
2025-01-18 00:00:00+00:00,,,1,1
2025-01-19 00:00:00+00:00,,,2,2
2025-01-20 00:00:00+00:00,,,24,6
2025-01-21 00:00:00+00:00,11.0,2.0,45,12
2025-01-22 00:00:00+00:00,2.0,2.0,42,9
2025-01-23 00:00:00+00:00,,,63,11
2025-01-24 00:00:00+00:00,,,43,7
2025-01-25 00:00:00+00:00,,,4,4
2025-01-26 00:00:00+00:00,,,1,1
2025-01-27 00:00:00+00:00,3.0,3.0,49,8
2025-01-28 00:00:00+00:00,1.0,1.0,11,6
2025-01-29 00:00:00+00:00,1.0,1.0,69,10
2025-01-30 00:00:00+00:00,3.0,3.0,55,14
