time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-31 00:00:00+00:00,8,7,126,28
2026-09-01 00:00:00+00:00,6,5,49,11
2026-09-02 00:00:00+00:00,3,3,57,16
2026-09-03 00:00:00+00:00,61,15,72,14
2026-09-04 00:00:00+00:00,40,22,24,8
2026-09-05 00:00:00+00:00,5,2,3,2
2026-09-06 00:00:00+00:00,5,3,23,3
2026-09-07 00:00:00+00:00,3,3,73,14
2026-09-08 00:00:00+00:00,13,11,26,8
2026-09-09 00:00:00+00:00,20,18,81,10
2026-09-10 00:00:00+00:00,52,8,53,13
2026-09-11 00:00:00+00:00,20,8,75,19
2026-09-12 00:00:00+00:00,4,4,5,3
2026-09-13 00:00:00+00:00,2,1,20,12
