time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-10 00:00:00+00:00,,,35,14
2024-10-11 00:00:00+00:00,,,28,6
2024-10-12 00:00:00+00:00,,,37,7
2024-10-13 00:00:00+00:00,,,28,4
2024-10-14 00:00:00+00:00,1.0,1.0,9,7
2024-10-15 00:00:00+00:00,,,39,12
2024-10-16 00:00:00+00:00,1.0,1.0,35,12
2024-10-17 00:00:00+00:00,,,39,14
2024-10-18 00:00:00+00:00,1.0,1.0,37,16
2024-10-19 00:00:00+00:00,,,11,3
2024-10-20 00:00:00+00:00,,,42,6
2024-10-21 00:00:00+00:00,,,66,14
2024-10-22 00:00:00+00:00,,,32,12
2024-10-23 00:00:00+00:00,1.0,1.0,48,15
