time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-25 00:00:00+00:00,,,80,11
2024-09-26 00:00:00+00:00,,,50,9
2024-09-27 00:00:00+00:00,,,123,13
2024-09-28 00:00:00+00:00,2.0,1.0,9,4
2024-09-29 00:00:00+00:00,,,16,8
2024-09-30 00:00:00+00:00,1.0,1.0,76,18
2024-10-01 00:00:00+00:00,,,72,8
2024-10-02 00:00:00+00:00,,,57,14
2024-10-03 00:00:00+00:00,,,35,15
2024-10-04 00:00:00+00:00,,,64,9
2024-10-05 00:00:00+00:00,,,8,3
2024-10-06 00:00:00+00:00,,,13,6
2024-10-07 00:00:00+00:00,,,127,11
2024-10-08 00:00:00+00:00,,,104,13
