referrer,views_total,views_unique
Google,60,22
github.com,4,3
om.scicore.unibas.ch,4,2
teams.microsoft.com,3,3
statics.teams.cdn.office.net,2,2
code.google.com,2,2
Yahoo,1,1
Baidu,1,1
en.wikipedia.org,1,1
