time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-04 00:00:00+00:00,12,2,73,13
2023-10-05 00:00:00+00:00,1,1,68,17
2023-10-06 00:00:00+00:00,12,1,15,3
2023-10-07 00:00:00+00:00,1,1,13,6
2023-10-08 00:00:00+00:00,2,2,33,6
2023-10-09 00:00:00+00:00,1,1,58,7
2023-10-10 00:00:00+00:00,4,2,68,14
2023-10-11 00:00:00+00:00,3,3,102,17
2023-10-12 00:00:00+00:00,2,2,84,16
2023-10-13 00:00:00+00:00,1,1,47,9
2023-10-14 00:00:00+00:00,1,1,5,3
2023-10-15 00:00:00+00:00,1,1,5,2
2023-10-16 00:00:00+00:00,2,2,65,11
2023-10-17 00:00:00+00:00,2,2,34,9
