time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-19 00:00:00+00:00,1.0,1.0,65,9
2024-07-20 00:00:00+00:00,1.0,1.0,117,6
2024-07-21 00:00:00+00:00,,,7,2
2024-07-22 00:00:00+00:00,,,66,13
2024-07-23 00:00:00+00:00,1.0,1.0,44,14
2024-07-24 00:00:00+00:00,,,21,5
2024-07-25 00:00:00+00:00,18.0,1.0,44,7
2024-07-26 00:00:00+00:00,19.0,1.0,44,4
2024-07-27 00:00:00+00:00,2.0,2.0,47,4
2024-07-28 00:00:00+00:00,,,27,6
2024-07-29 00:00:00+00:00,,,21,7
2024-07-30 00:00:00+00:00,,,31,6
2024-07-31 00:00:00+00:00,,,30,8
2024-08-01 00:00:00+00:00,,,61,14
