referrer,views_total,views_unique
Google,93,16
github.com,46,7
researchgate.net,4,3
Bing,4,2
github-wiki-see.page,4,1
swisstph.github.io,4,1
paperswithcode.com,2,1
hpc.dmi.unibas.ch,2,1
boincitaly.org,1,1
zbmath.org,1,1
