time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-30 00:00:00+00:00,,,10,7
2024-12-01 00:00:00+00:00,,,1,1
2024-12-02 00:00:00+00:00,1.0,1.0,43,12
2024-12-03 00:00:00+00:00,1.0,1.0,14,6
2024-12-04 00:00:00+00:00,,,36,9
2024-12-05 00:00:00+00:00,,,61,5
2024-12-06 00:00:00+00:00,,,23,5
2024-12-07 00:00:00+00:00,,,17,11
2024-12-08 00:00:00+00:00,1.0,1.0,7,4
2024-12-09 00:00:00+00:00,,,14,7
2024-12-10 00:00:00+00:00,1.0,1.0,70,12
2024-12-11 00:00:00+00:00,,,19,8
2024-12-12 00:00:00+00:00,,,50,10
2024-12-13 00:00:00+00:00,,,22,6
