referrer,views_total,views_unique
Google,123,34
github.com,24,7
Bing,5,3
ecosia.org,3,1
wiki.biozentrum.unibas.ch,1,1
malariajournal.biomedcentral.com,1,1
idpjournal.biomedcentral.com,1,1
code.google.com,1,1
malaria-commodities.shinyapps.io,1,1
