url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria/wiki,57,40
/OpenMalaria-Org/openmalaria,45,26
/OpenMalaria-Org/openmalaria/wiki/UserGuide,21,14
/OpenMalaria-Org/openmalaria/wiki/ScenarioTransmission,9,9
/OpenMalaria-Org/openmalaria/wiki/ModelInterventions,9,8
/OpenMalaria-Org/openmalaria/blob/main/util/example/example_scenario.xml,8,4
/OpenMalaria-Org/openmalaria/wiki/References,8,4
/OpenMalaria-Org/openmalaria/wiki/Monitoring,7,4
/OpenMalaria-Org/openmalaria/wiki/ScenarioHealthSystem,5,5
/OpenMalaria-Org/openmalaria/wiki/SchemaUpdateGuide,5,5
