time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-09 00:00:00+00:00,39.0,12.0,56,14
2025-12-10 00:00:00+00:00,1.0,1.0,33,13
2025-12-11 00:00:00+00:00,75.0,75.0,46,11
2025-12-12 00:00:00+00:00,17.0,6.0,53,12
2025-12-13 00:00:00+00:00,3.0,3.0,19,4
2025-12-14 00:00:00+00:00,1.0,1.0,9,3
2025-12-15 00:00:00+00:00,2.0,2.0,60,15
2025-12-16 00:00:00+00:00,5.0,2.0,125,15
2025-12-17 00:00:00+00:00,1.0,1.0,105,12
2025-12-18 00:00:00+00:00,,,85,12
2025-12-19 00:00:00+00:00,1.0,1.0,11,5
2025-12-20 00:00:00+00:00,1.0,1.0,11,4
2025-12-21 00:00:00+00:00,,,9,4
2025-12-22 00:00:00+00:00,1.0,1.0,21,9
