referrer,views_total,views_unique
Google,77,22
github.com,7,5
helpdesk.biotech.cdc.gov,6,2
mail.google.com,6,1
m2hycon.atlassian.net,5,1
paperswithcode.com,3,1
Bing,2,2
code.google.com,2,1
malariajournal.biomedcentral.com,1,1
ibm.com,1,1
