url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria,131,36
/OpenMalaria-Org/openmalaria/wiki,35,24
/OpenMalaria-Org/openmalaria/wiki/UserGuide,9,6
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,7,6
/OpenMalaria-Org/openmalaria/wiki/Monitoring,7,4
/OpenMalaria-Org/openmalaria/wiki/References,5,5
/OpenMalaria-Org/openmalaria/wiki/ScenarioTransmission,5,3
/OpenMalaria-Org/openmalaria/wiki/ScenarioHealthSystem,4,4
/OpenMalaria-Org/openmalaria/tree/main/model,4,3
/OpenMalaria-Org/openmalaria/wiki/ScenarioDesign,4,3
