referrer,views_total,views_unique
Google,105,31
github.com,97,8
statics.teams.cdn.office.net,30,4
chatgpt.com,25,10
code.google.com,13,1
om.scicore.unibas.ch,11,5
swisstph.github.io,7,2
ndmconsortium.com,3,3
zenodo.org,3,1
thelancet.com,2,2
