time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-04 00:00:00+00:00,6,5,31,11
2025-12-05 00:00:00+00:00,5,2,25,11
2025-12-06 00:00:00+00:00,13,13,18,7
2025-12-07 00:00:00+00:00,1,1,9,4
2025-12-08 00:00:00+00:00,29,4,28,12
2025-12-09 00:00:00+00:00,39,12,56,14
2025-12-10 00:00:00+00:00,1,1,33,13
2025-12-11 00:00:00+00:00,75,75,46,11
2025-12-12 00:00:00+00:00,17,6,53,12
2025-12-13 00:00:00+00:00,3,3,19,4
2025-12-14 00:00:00+00:00,1,1,9,3
2025-12-15 00:00:00+00:00,2,2,60,15
2025-12-16 00:00:00+00:00,5,2,125,15
2025-12-17 00:00:00+00:00,1,1,105,12
