url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria,223,54
/OpenMalaria-Org/openmalaria/wiki,77,33
/OpenMalaria-Org/openmalaria/wiki/UserGuide,20,11
/OpenMalaria-Org/openmalaria/pulls,15,4
/OpenMalaria-Org/openmalaria/wiki/References,12,5
/OpenMalaria-Org/openmalaria/wiki/ScenarioTransmission,12,2
/OpenMalaria-Org/openmalaria/wiki/SchemaUpdateGuide,11,2
/OpenMalaria-Org/openmalaria/wiki/Monitoring,10,6
/OpenMalaria-Org/openmalaria/wiki/XmlEntoVector,10,2
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,8,6
