referrer,views_total,views_unique
Google,108,29
github.com,31,10
zbmath.org,6,1
DuckDuckGo,4,2
nature.com,4,2
code.google.com,4,1
chatgpt.com,3,3
statics.teams.cdn.office.net,3,2
novartis.aprimo.com,3,1
swisstph.github.io,2,2
