url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria,52,34
/OpenMalaria-Org/openmalaria/wiki,51,25
/OpenMalaria-Org/openmalaria/issues,15,4
/OpenMalaria-Org/openmalaria/wiki/ModelInterventions,12,6
/OpenMalaria-Org/openmalaria/pulls,12,4
/OpenMalaria-Org/openmalaria/wiki/ScenarioHealthSystem,11,11
/OpenMalaria-Org/openmalaria/wiki/UserGuide,10,9
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,8,6
/OpenMalaria-Org/openmalaria/pull/453,8,1
/OpenMalaria-Org/openmalaria/wiki/Monitoring,7,5
