url_path,views_total,views_unique
/SwissTPH/openmalaria,136,21
/SwissTPH/openmalaria/wiki,22,18
/SwissTPH/openmalaria/wiki/MonitoringOptions,9,7
/SwissTPH/openmalaria/blob/main/util/example/example_scenario.xml,5,2
/SwissTPH/openmalaria/tree/main/model,4,3
/SwissTPH/openmalaria/wiki/UserGuide,4,3
/SwissTPH/openmalaria/blob/main/model/Transmission/Anopheles/AnophelesModel.cpp,2,2
/SwissTPH/openmalaria/releases,2,2
/SwissTPH/openmalaria/tree/main/model/Transmission,2,2
/SwissTPH/openmalaria/tree/main/model/Transmission/Anopheles,2,2
