url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria,92,44
/OpenMalaria-Org/openmalaria/wiki,58,39
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,22,11
/OpenMalaria-Org/openmalaria/wiki/UserGuide,15,11
/OpenMalaria-Org/openmalaria/pulls,15,2
/OpenMalaria-Org/openmalaria/pull/456,14,1
/OpenMalaria-Org/openmalaria/wiki/Monitoring,12,8
/OpenMalaria-Org/openmalaria/wiki/ModelDemography,10,8
/OpenMalaria-Org/openmalaria/wiki/MonitoringOutput,8,5
/OpenMalaria-Org/openmalaria/wiki/ModelInterventions,7,6
