url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria,227,55
/OpenMalaria-Org/openmalaria/wiki,61,36
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,28,13
/OpenMalaria-Org/openmalaria/wiki/ModelInterventions,22,12
/OpenMalaria-Org/openmalaria/wiki/Monitoring,21,10
/OpenMalaria-Org/openmalaria/wiki/References,13,2
/OpenMalaria-Org/openmalaria/wiki/UserGuide,11,9
/OpenMalaria-Org/openmalaria/wiki/ModelMosqPopDynamics,9,4
/OpenMalaria-Org/openmalaria/wiki/ScenarioTransmission,8,7
/OpenMalaria-Org/openmalaria/wiki/ModelWithinHost,8,4
