referrer,views_total,views_unique
Google,188,22
Bing,50,4
swisstph.github.io,42,5
github.com,29,8
ndmconsortium.com,2,2
DuckDuckGo,1,1
auc-word-edit.officeapps.live.com,1,1
driveonlyoffice.switch.ch,1,1
malariajournal.biomedcentral.com,1,1
ncbi.nlm.nih.gov,1,1
