url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria,141,37
/OpenMalaria-Org/openmalaria/wiki,57,41
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,19,12
/OpenMalaria-Org/openmalaria/wiki/UserGuide,15,10
/OpenMalaria-Org/openmalaria/wiki/ModelInterventions,13,6
/OpenMalaria-Org/openmalaria/wiki/Monitoring,7,5
/OpenMalaria-Org/openmalaria/wiki/ScenarioDesign,7,3
/OpenMalaria-Org/openmalaria/pulls,6,3
/OpenMalaria-Org/openmalaria/pull/448/changes,5,2
/OpenMalaria-Org/openmalaria/wiki/InterventionsDeprecated,4,3
