url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria,175,58
/OpenMalaria-Org/openmalaria/wiki,70,44
/OpenMalaria-Org/openmalaria/wiki/ModelInterventions,18,10
/OpenMalaria-Org/openmalaria/wiki/UserGuide,16,15
/OpenMalaria-Org/openmalaria/wiki/Monitoring,15,5
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,9,5
/OpenMalaria-Org/openmalaria/pull/454,7,2
/OpenMalaria-Org/openmalaria/pulls,6,3
/OpenMalaria-Org/openmalaria/wiki/ModelWithinHost,6,3
/OpenMalaria-Org/openmalaria/wiki/ScenarioTransmission,6,3
