referrer,views_total,views_unique
Google,153,19
github.com,30,8
Bing,29,2
swisstph.github.io,25,2
ndmconsortium.com,4,4
nature.com,2,2
driveonlyoffice.switch.ch,2,2
researchgate.net,1,1
code.google.com,1,1
malariajournal.biomedcentral.com,1,1
