url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria,225,54
/OpenMalaria-Org/openmalaria/wiki,48,31
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,26,13
/OpenMalaria-Org/openmalaria/wiki/ModelInterventions,17,8
/OpenMalaria-Org/openmalaria/wiki/Monitoring,16,9
/OpenMalaria-Org/openmalaria/wiki/UserGuide,15,12
/OpenMalaria-Org/openmalaria/wiki/References,14,3
/OpenMalaria-Org/openmalaria/wiki/ScenarioTransmission,10,8
/OpenMalaria-Org/openmalaria/wiki/ModelMosqPopDynamics,9,4
/OpenMalaria-Org/openmalaria/pulls,7,5
