referrer,views_total,views_unique
Google,173,33
github.com,14,9
code.google.com,9,2
DuckDuckGo,8,2
Bing,6,2
chatgpt.com,3,2
om.scicore.unibas.ch,3,2
ndmconsortium.com,2,2
yandex.ru,1,1
cn.bing.com,1,1
