referrer,views_total,views_unique
Google,134,35
github.com,76,8
swisstph.github.io,16,7
Bing,16,1
om.scicore.unibas.ch,15,4
chatgpt.com,12,6
vaccineimpact.org,4,2
ndmconsortium.com,3,2
nature.com,2,2
elifesciences.org,2,1
