time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-17 00:00:00+00:00,40.0,19.0,70,11
2025-09-18 00:00:00+00:00,8.0,7.0,37,8
2025-09-19 00:00:00+00:00,10.0,8.0,64,9
2025-09-20 00:00:00+00:00,3.0,3.0,39,9
2025-09-21 00:00:00+00:00,3.0,3.0,10,6
2025-09-22 00:00:00+00:00,14.0,13.0,81,14
2025-09-23 00:00:00+00:00,13.0,6.0,38,14
2025-09-24 00:00:00+00:00,3.0,3.0,30,10
2025-09-25 00:00:00+00:00,4.0,4.0,58,16
2025-09-26 00:00:00+00:00,10.0,8.0,77,18
2025-09-27 00:00:00+00:00,8.0,8.0,24,10
2025-09-28 00:00:00+00:00,6.0,5.0,8,5
2025-09-29 00:00:00+00:00,11.0,10.0,30,10
2025-09-30 00:00:00+00:00,,,52,12
