url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria,217,44
/OpenMalaria-Org/openmalaria/wiki,75,34
/OpenMalaria-Org/openmalaria/wiki/UserGuide,38,18
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,31,14
/OpenMalaria-Org/openmalaria/wiki/Monitoring,20,8
/OpenMalaria-Org/openmalaria/wiki/ModelInterventions,19,13
/OpenMalaria-Org/openmalaria/wiki/MonitoringOutput,12,8
/OpenMalaria-Org/openmalaria/releases,6,5
/OpenMalaria-Org/openmalaria/wiki/ScenarioTransmission,6,5
/OpenMalaria-Org/openmalaria/wiki/ModelDecayFunctions,6,4
