referrer,views_total,views_unique
Google,58,29
github.com,38,15
statics.teams.cdn.office.net,17,4
om.scicore.unibas.ch,6,5
chatgpt.com,2,2
Bing,2,1
search.brave.com,1,1
t.co,1,1
