time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-23 00:00:00+00:00,8.0,6.0,71,13
2025-10-24 00:00:00+00:00,7.0,5.0,15,8
2025-10-25 00:00:00+00:00,8.0,6.0,11,6
2025-10-26 00:00:00+00:00,,,12,5
2025-10-27 00:00:00+00:00,6.0,6.0,32,10
2025-10-28 00:00:00+00:00,14.0,13.0,35,13
2025-10-29 00:00:00+00:00,24.0,17.0,33,16
2025-10-30 00:00:00+00:00,2.0,2.0,41,11
2025-10-31 00:00:00+00:00,8.0,7.0,19,12
2025-11-01 00:00:00+00:00,6.0,5.0,4,4
2025-11-02 00:00:00+00:00,,,14,8
2025-11-03 00:00:00+00:00,10.0,10.0,29,10
2025-11-04 00:00:00+00:00,12.0,10.0,50,15
2025-11-05 00:00:00+00:00,14.0,11.0,57,17
