referrer,views_total,views_unique
Google,250,36
perplexity.ai,25,1
om.scicore.unibas.ch,13,5
boincitaly.org,9,1
nature.com,8,2
swisstph.github.io,8,2
github.com,3,2
statics.teams.cdn.office.net,3,1
teams.microsoft.com,3,1
code.google.com,2,2
