referrer,views_total,views_unique
Google,88,27
github.com,14,10
om.scicore.unibas.ch,7,3
kkb-production.jupyter-proxy.kaggle.net,3,1
swisstph.github.io,2,2
github-wiki-see.page,2,1
search.brave.com,2,1
statics.teams.cdn.office.net,2,1
paperswithcode.com,1,1
Bing,1,1
