url_path,views_total,views_unique
/SwissTPH/openmalaria,218,58
/SwissTPH/openmalaria/wiki,88,41
/SwissTPH/openmalaria/wiki/ModelInterventions,36,13
/SwissTPH/openmalaria/wiki/UserGuide,28,16
/SwissTPH/openmalaria/releases/tag/schema-44.0,25,7
/SwissTPH/openmalaria/wiki/ScenarioHealthSystem,24,5
/SwissTPH/openmalaria/blob/main/util/example/example_scenario.xml,18,7
/SwissTPH/openmalaria/wiki/Monitoring,16,9
/SwissTPH/openmalaria/wiki/MonitoringOptions,14,9
/SwissTPH/openmalaria/wiki/MonitoringOutput,12,8
