referrer,views_total,views_unique
Google,80,17
github.com,14,6
researchgate.net,4,3
github-wiki-see.page,4,1
Bing,3,2
paperswithcode.com,2,1
cdn.who.int,2,1
hpc.dmi.unibas.ch,2,1
boincitaly.org,1,1
zbmath.org,1,1
