referrer,views_total,views_unique
Google,124,29
github.com,107,8
statics.teams.cdn.office.net,41,3
chatgpt.com,22,8
Bing,15,2
code.google.com,13,1
om.scicore.unibas.ch,12,6
DuckDuckGo,5,1
zenodo.org,3,1
swisstph.github.io,2,1
