time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-05 00:00:00+00:00,5.0,2.0,25,11
2025-12-06 00:00:00+00:00,13.0,13.0,18,7
2025-12-07 00:00:00+00:00,1.0,1.0,9,4
2025-12-08 00:00:00+00:00,29.0,4.0,28,12
2025-12-09 00:00:00+00:00,39.0,12.0,56,14
2025-12-10 00:00:00+00:00,1.0,1.0,33,13
2025-12-11 00:00:00+00:00,75.0,75.0,46,11
2025-12-12 00:00:00+00:00,17.0,6.0,53,12
2025-12-13 00:00:00+00:00,3.0,3.0,19,4
2025-12-14 00:00:00+00:00,1.0,1.0,9,3
2025-12-15 00:00:00+00:00,2.0,2.0,60,15
2025-12-16 00:00:00+00:00,5.0,2.0,125,15
2025-12-17 00:00:00+00:00,1.0,1.0,105,12
2025-12-18 00:00:00+00:00,,,84,12
