referrer,views_total,views_unique
Google,110,28
github.com,80,8
statics.teams.cdn.office.net,40,3
Bing,17,4
om.scicore.unibas.ch,14,7
code.google.com,13,1
chatgpt.com,7,2
DuckDuckGo,6,2
swisstph.github.io,2,1
nature.com,2,1
