time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-01 00:00:00+00:00,1,1,41,17
2025-12-02 00:00:00+00:00,6,3,26,10
2025-12-03 00:00:00+00:00,64,18,22,10
2025-12-04 00:00:00+00:00,6,5,31,11
2025-12-05 00:00:00+00:00,5,2,25,11
2025-12-06 00:00:00+00:00,13,13,18,7
2025-12-07 00:00:00+00:00,1,1,9,4
2025-12-08 00:00:00+00:00,29,4,28,12
2025-12-09 00:00:00+00:00,39,12,56,14
2025-12-10 00:00:00+00:00,1,1,33,13
2025-12-11 00:00:00+00:00,75,75,46,11
2025-12-12 00:00:00+00:00,17,6,53,12
2025-12-13 00:00:00+00:00,3,3,19,4
2025-12-14 00:00:00+00:00,1,1,7,3
