url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria/wiki,88,52
/OpenMalaria-Org/openmalaria,53,38
/OpenMalaria-Org/openmalaria/wiki/UserGuide,26,19
/OpenMalaria-Org/openmalaria/wiki/ModelInterventions,24,9
/OpenMalaria-Org/openmalaria/wiki/ScenarioTransmission,18,11
/OpenMalaria-Org/openmalaria/wiki/References,15,6
/OpenMalaria-Org/openmalaria/wiki/Monitoring,14,6
/OpenMalaria-Org/openmalaria/wiki/ModelDemography,10,6
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,10,6
/OpenMalaria-Org/openmalaria/wiki/SchemaUpdateGuide,9,9
