url_path,views_total,views_unique
/SwissTPH/openmalaria,129,26
/SwissTPH/openmalaria/wiki,38,22
/SwissTPH/openmalaria/wiki/MonitoringOptions,16,5
/SwissTPH/openmalaria/blob/main/util/example/example_scenario.xml,11,5
/SwissTPH/openmalaria/wiki/ModelInterventions,8,5
/SwissTPH/openmalaria/wiki/Monitoring,8,4
/SwissTPH/openmalaria/releases/tag/schema-48.0,6,4
/SwissTPH/openmalaria/tree/main/model,6,4
/SwissTPH/openmalaria/wiki/UserGuide,6,4
/SwissTPH/openmalaria/blob/main/model/PkPd/LSTMModel.cpp,6,2
