url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria,225,48
/OpenMalaria-Org/openmalaria/wiki,65,31
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,36,15
/OpenMalaria-Org/openmalaria/wiki/UserGuide,36,15
/OpenMalaria-Org/openmalaria/wiki/ModelInterventions,22,14
/OpenMalaria-Org/openmalaria/wiki/Monitoring,20,8
/OpenMalaria-Org/openmalaria/wiki/ScenarioTransmission,11,9
/OpenMalaria-Org/openmalaria/wiki/MonitoringOutput,11,6
/OpenMalaria-Org/openmalaria/wiki/ModelTimeUpdates,7,4
/OpenMalaria-Org/openmalaria/wiki/ScenarioHealthSystem,6,5
