referrer,views_total,views_unique
Google,115,23
github.com,33,6
Bing,19,5
om.scicore.unibas.ch,10,4
adishassain.github.io,5,1
github-wiki-see.page,5,1
swisstph.github.io,3,2
search.brave.com,3,1
overleaf.com,1,1
idpjournal.biomedcentral.com,1,1
