referrer,views_total,views_unique
Google,71,14
github.com,56,9
swisstph.github.io,7,1
code.google.com,6,2
Bing,5,4
scanmail.trustwave.com,4,1
ndmconsortium.com,2,1
statics.teams.cdn.office.net,1,1
boincitaly.org,1,1
zbmath.org,1,1
