referrer,views_total,views_unique
Google,83,15
code.google.com,5,2
malaria-commodities.shinyapps.io,4,3
fr.search.yahoo.com,4,1
github.com,2,1
som.iitb.ac.in,2,1
swisstph.github.io,1,1
ndmconsortium.com,1,1
