url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria,214,54
/OpenMalaria-Org/openmalaria/wiki,66,42
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,26,11
/OpenMalaria-Org/openmalaria/wiki/ModelInterventions,22,12
/OpenMalaria-Org/openmalaria/wiki/Monitoring,19,8
/OpenMalaria-Org/openmalaria/wiki/UserGuide,15,13
/OpenMalaria-Org/openmalaria/wiki/References,13,2
/OpenMalaria-Org/openmalaria/wiki/ScenarioTransmission,7,6
/OpenMalaria-Org/openmalaria/wiki/ModelWithinHost,7,3
/OpenMalaria-Org/openmalaria/pulls,6,4
