url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria/wiki,99,45
/OpenMalaria-Org/openmalaria,85,47
/OpenMalaria-Org/openmalaria/pull/458,22,1
/OpenMalaria-Org/openmalaria/pulls,21,3
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,19,8
/OpenMalaria-Org/openmalaria/wiki/ModelInterventions,17,10
/OpenMalaria-Org/openmalaria/pull/466,17,2
/OpenMalaria-Org/openmalaria/wiki/MonitoringOutput,14,6
/OpenMalaria-Org/openmalaria/pull/458/changes,14,1
/OpenMalaria-Org/openmalaria/wiki/UserGuide,13,9
