url_path,views_total,views_unique
/SwissTPH/openmalaria,220,61
/SwissTPH/openmalaria/wiki,85,40
/SwissTPH/openmalaria/wiki/ModelInterventions,34,13
/SwissTPH/openmalaria/wiki/UserGuide,24,16
/SwissTPH/openmalaria/releases/tag/schema-44.0,24,6
/SwissTPH/openmalaria/blob/main/util/example/example_scenario.xml,15,6
/SwissTPH/openmalaria/wiki/ScenarioHealthSystem,15,5
/SwissTPH/openmalaria/releases,13,8
/SwissTPH/openmalaria/wiki/ScenarioTransmission,11,6
/SwissTPH/openmalaria/wiki/ModelDemography,10,4
