referrer,views_total,views_unique
Google,80,26
code.google.com,48,4
github.com,9,4
Baidu,7,1
teams.microsoft.com,3,3
statics.teams.cdn.office.net,2,2
swisstph.github.io,1,1
swisstph.ch,1,1
en.wikipedia.org,1,1
Bing,1,1
