referrer,views_total,views_unique
Google,131,34
github.com,45,11
zbmath.org,6,1
DuckDuckGo,5,1
Bing,4,2
code.google.com,4,1
statics.teams.cdn.office.net,3,2
novartis.aprimo.com,3,1
nature.com,3,1
om.scicore.unibas.ch,2,2
