url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria,180,68
/OpenMalaria-Org/openmalaria/wiki,77,41
/OpenMalaria-Org/openmalaria/wiki/UserGuide,21,16
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,18,9
/OpenMalaria-Org/openmalaria/wiki/ModelInterventions,15,11
/OpenMalaria-Org/openmalaria/wiki/Monitoring,15,8
/OpenMalaria-Org/openmalaria/wiki/ModelWithinHost,10,4
/OpenMalaria-Org/openmalaria/pulls,9,4
/OpenMalaria-Org/openmalaria/wiki/ScenarioHealthSystem,8,3
/OpenMalaria-Org/openmalaria/wiki/ScenarioTransmission,7,4
