referrer,views_total,views_unique
Google,135,18
github.com,48,4
om.scicore.unibas.ch,7,3
m2hycon.atlassian.net,7,1
code.google.com,2,2
swisstph.github.io,2,2
3blmedia.com,1,1
ecosia.org,1,1
Bing,1,1
statics.teams.cdn.office.net,1,1
