referrer,views_total,views_unique
github.com,50,15
Google,49,21
teams.public.onecdn.static.microsoft,14,3
elifesciences.org,9,2
Bing,3,2
chatgpt.com,2,2
ndmconsortium.com,2,2
openmalaria-org.github.io,2,2
thekids.org.au,2,2
github-wiki-see.page,2,1
