referrer,views_total,views_unique
Google,71,18
github.com,21,7
swisstph.github.io,1,1
om.scicore.unibas.ch,1,1
paperswithcode.com,1,1
code.google.com,1,1
gpt-web.closeai.run,1,1
ndmconsortium.com,1,1
