time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-13 00:00:00+00:00,42,5,30,10
2026-02-14 00:00:00+00:00,0,0,19,5
2026-02-15 00:00:00+00:00,6,6,15,11
2026-02-16 00:00:00+00:00,22,5,40,11
2026-02-17 00:00:00+00:00,8,1,55,13
2026-02-18 00:00:00+00:00,6,4,40,13
2026-02-19 00:00:00+00:00,9,4,62,17
2026-02-20 00:00:00+00:00,4,4,42,12
2026-02-21 00:00:00+00:00,5,5,24,8
2026-02-22 00:00:00+00:00,13,13,23,6
2026-02-23 00:00:00+00:00,14,11,36,14
2026-02-24 00:00:00+00:00,3,3,39,15
2026-02-25 00:00:00+00:00,23,10,41,17
2026-02-26 00:00:00+00:00,4,4,51,20
