referrer,views_total,views_unique
Google,71,20
github.com,31,6
Bing,21,1
statics.teams.cdn.office.net,5,2
chatgpt.com,3,3
ndmconsortium.com,3,2
om.scicore.unibas.ch,2,2
medrxiv.org,2,2
hub.docker.com,2,1
github-wiki-see.page,2,1
