referrer,views_total,views_unique
Google,95,17
github.com,78,8
github-wiki-see.page,15,3
Bing,8,3
swisstph.github.io,3,2
chatgpt.com,3,2
ndmconsortium.com,2,2
malariajournal.biomedcentral.com,2,1
ecosia.org,1,1
