referrer,views_total,views_unique
Google,173,37
github.com,77,13
com.google.android.gm,14,2
om.scicore.unibas.ch,13,7
mendeley.com,6,2
adishassain.github.io,5,1
ndmconsortium.com,4,1
nature.com,2,2
swisstph.github.io,2,2
malariajournal.biomedcentral.com,1,1
