referrer,views_total,views_unique
Google,71,19
github.com,53,6
github-wiki-see.page,14,2
Bing,9,3
chatgpt.com,5,3
statics.teams.cdn.office.net,5,1
ndmconsortium.com,3,3
swisstph.github.io,3,2
malariajournal.biomedcentral.com,2,1
ecosia.org,1,1
