referrer,views_total,views_unique
Google,94,25
github.com,58,8
om.scicore.unibas.ch,8,5
DuckDuckGo,6,2
Bing,4,4
nature.com,2,1
github-wiki-see.page,1,1
teams.microsoft.com,1,1
ndmconsortium.com,1,1
chatgpt.com,1,1
